x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.19083070755004883,0.6560529470443726,7.067790761539072e-07,0.2837759852409363,0.6490339040756226,-0.0476401150226593,0.36099717020988464,0.6001957654953003,-0.07284902036190033,0.4179190397262573,0.5524735450744629,-0.0948595255613327,0.47448402643203735,0.5362018346786499,-0.11720512062311172,0.33284202218055725,0.4050522446632385,-0.045841921120882034,0.37618374824523926,0.30484068393707275,-0.07605499774217606,0.4005376100540161,0.23969225585460663,-0.10118922591209412,0.41959553956985474,0.17758242785930634,-0.12084217369556427,0.2760600447654724,0.36828845739364624,-0.0467098131775856,0.29564374685287476,0.23100242018699646,-0.0741853415966034,0.308663547039032,0.14825692772865295,-0.09798624366521835,0.31857314705848694,0.07551249861717224,-0.11624366790056229,0.2187155783176422,0.36517468094825745,-0.053055230528116226,0.22335028648376465,0.23952850699424744,-0.08231598883867264,0.22892966866493225,0.15706798434257507,-0.10470495373010635,0.23607726395130157,0.08095759153366089,-0.12007113546133041,0.16082917153835297,0.3870978057384491,-0.06384909152984619,0.15136325359344482,0.2856505513191223,-0.09220564365386963,0.14647133648395538,0.2200162261724472,-0.10742157697677612,0.1466880440711975,0.15350466966629028,-0.11745362728834152,Left
0.2505488991737366,0.6038649082183838,-3.707335451963445e-07,0.3456569015979767,0.5948672294616699,-0.026280581951141357,0.4120405912399292,0.5348948240280151,-0.037861037999391556,0.4511837363243103,0.45947837829589844,-0.052657391875982285,0.4599531292915344,0.38175666332244873,-0.06332626938819885,0.3946877419948578,0.39439156651496887,0.002978420350700617,0.4297651946544647,0.3091851472854614,-0.04146919772028923,0.4148420989513397,0.37516292929649353,-0.07228241115808487,0.3877648115158081,0.4369402527809143,-0.08415355533361435,0.3477628827095032,0.3635441064834595,-0.00026545466971583664,0.385868102312088,0.26176148653030396,-0.04281798005104065,0.37089115381240845,0.34854841232299805,-0.06262051314115524,0.349107950925827,0.41111811995506287,-0.06493011116981506,0.2950893044471741,0.344450443983078,-0.011115042492747307,0.3229599893093109,0.24542276561260223,-0.048718638718128204,0.3155258893966675,0.32977524399757385,-0.04737570881843567,0.29870468378067017,0.38903674483299255,-0.034869033843278885,0.2374354600906372,0.3372698128223419,-0.024951854720711708,0.25545990467071533,0.25356781482696533,-0.047257013618946075,0.2639143764972687,0.30514776706695557,-0.04082586616277695,0.261028528213501,0.35239988565444946,-0.02884497120976448,Left
0.22728331387043,0.6724753379821777,8.786365697233123e-07,0.32243117690086365,0.6426043510437012,-0.05115921050310135,0.39571070671081543,0.5756950378417969,-0.07798425108194351,0.44667452573776245,0.5089826583862305,-0.10207059979438782,0.5084041953086853,0.4740549325942993,-0.12555642426013947,0.31794118881225586,0.37545034289360046,-0.03548360615968704,0.35157260298728943,0.25992926955223083,-0.06277596205472946,0.369282603263855,0.1881350725889206,-0.0870543122291565,0.381335973739624,0.1216360330581665,-0.10611054301261902,0.2553108036518097,0.3546202778816223,-0.033603839576244354,0.2579641342163086,0.2146838754415512,-0.05833132192492485,0.2575857639312744,0.12922805547714233,-0.08191568404436111,0.2547438144683838,0.05704435706138611,-0.09974034130573273,0.19876843690872192,0.365874320268631,-0.038140326738357544,0.1857365071773529,0.23918913304805756,-0.06527207791805267,0.17646759748458862,0.1572234183549881,-0.08655121177434921,0.16876313090324402,0.0830233097076416,-0.10059792548418045,0.14763464033603668,0.4030861258506775,-0.04764943942427635,0.12653301656246185,0.3042639195919037,-0.07352425903081894,0.11204038560390472,0.24078255891799927,-0.08681552857160568,0.10061535239219666,0.1764339655637741,-0.0949627235531807,Left
0.16993595659732819,0.4359920918941498,9.349200240649225e-07,0.22105608880519867,0.5502526760101318,-0.04937446489930153,0.28966107964515686,0.6353082060813904,-0.07518117874860764,0.3521663248538971,0.7020589113235474,-0.0982644185423851,0.3921084403991699,0.768890380859375,-0.12092865258455276,0.41714999079704285,0.5176482200622559,-0.03878168761730194,0.5104441046714783,0.5560384392738342,-0.07489961385726929,0.5698849558830261,0.5812846422195435,-0.1056792140007019,0.622140645980835,0.6037908792495728,-0.12776555120944977,0.4233023524284363,0.4319145977497101,-0.039849139750003815,0.5354061722755432,0.4194382429122925,-0.07226133346557617,0.606926679611206,0.4136321544647217,-0.09984646737575531,0.6705074310302734,0.41037869453430176,-0.11965865641832352,0.4022865891456604,0.354301393032074,-0.047856301069259644,0.5008264183998108,0.32773518562316895,-0.08311615139245987,0.5664372444152832,0.3179181218147278,-0.10773720592260361,0.6246408820152283,0.31293410062789917,-0.12260700017213821,0.36064958572387695,0.2801637053489685,-0.06046877056360245,0.4300885498523712,0.23034243285655975,-0.09363769739866257,0.4789297878742218,0.1954069435596466,-0.10954313725233078,0.5275942087173462,0.16465020179748535,-0.11832855641841888,Left
0.22036242485046387,0.5840502381324768,7.740250680399186e-07,0.3147284686565399,0.6492866277694702,-0.0491415373980999,0.41404402256011963,0.6576066017150879,-0.07192352414131165,0.4919376075267792,0.648280918598175,-0.09176480025053024,0.5486069321632385,0.6763677597045898,-0.11170791834592819,0.45430421829223633,0.449775755405426,-0.04478885978460312,0.546499490737915,0.4046269953250885,-0.07715305685997009,0.6030396819114685,0.3640393316745758,-0.10380137711763382,0.6504327058792114,0.32110196352005005,-0.12454695999622345,0.41679906845092773,0.37177228927612305,-0.04642380028963089,0.4952743649482727,0.2594165802001953,-0.07753116637468338,0.5468699932098389,0.19094976782798767,-0.10296125710010529,0.5898911952972412,0.12686598300933838,-0.12156517803668976,0.3656432330608368,0.3278908431529999,-0.05386454984545708,0.422624796628952,0.21149303019046783,-0.08768333494663239,0.4653307795524597,0.13799110054969788,-0.11189836263656616,0.5039332509040833,0.07151943445205688,-0.12730920314788818,0.30382031202316284,0.3095289170742035,-0.0659354031085968,0.32597631216049194,0.1989719420671463,-0.09932146221399307,0.34483689069747925,0.1250399649143219,-0.11643552780151367,0.36750826239585876,0.05513736605644226,-0.12656652927398682,Left
0.2826380729675293,0.7544137239456177,1.1223728506593034e-06,0.3739866018295288,0.6851235628128052,-0.0701235756278038,0.43939009308815,0.5900223255157471,-0.11561110615730286,0.49298274517059326,0.5058600902557373,-0.15644870698451996,0.5556711554527283,0.4505557119846344,-0.19864831864833832,0.31009921431541443,0.38473594188690186,-0.09184715151786804,0.32707586884498596,0.2172389030456543,-0.14316855370998383,0.33362823724746704,0.10821214318275452,-0.18068596720695496,0.33295315504074097,0.009825944900512695,-0.20880742371082306,0.23274856805801392,0.3843344748020172,-0.09395885467529297,0.19884195923805237,0.20247428119182587,-0.14118753373622894,0.17416615784168243,0.08832347393035889,-0.17740604281425476,0.14773356914520264,-0.009209007024765015,-0.20356430113315582,0.17039227485656738,0.42856916785240173,-0.10178159922361374,0.10935716331005096,0.2721226215362549,-0.15071772038936615,0.06425286829471588,0.1632612645626068,-0.18813593685626984,0.02414003014564514,0.06673139333724976,-0.2133077085018158,0.12153655290603638,0.5046306252479553,-0.11458472162485123,0.04654274880886078,0.41723981499671936,-0.1600578874349594,-0.001218259334564209,0.3683488070964813,-0.18367475271224976,-0.042236328125,0.3227500915527344,-0.1982504278421402,Left
0.43741241097450256,0.6999558210372925,7.062339477670321e-07,0.5254674553871155,0.6834769248962402,-0.04254939407110214,0.6020691990852356,0.6236170530319214,-0.06479881703853607,0.6524119973182678,0.5723258852958679,-0.08480894565582275,0.7012060284614563,0.5398812294006348,-0.10462527722120285,0.5452293753623962,0.4341989755630493,-0.04035881906747818,0.5850657224655151,0.3302026391029358,-0.06896885484457016,0.6079229116439819,0.2625386118888855,-0.09129386395215988,0.6250447630882263,0.20167618989944458,-0.10796788334846497,0.4871847629547119,0.40518710017204285,-0.04154258593916893,0.4955529272556305,0.2693432867527008,-0.06724993139505386,0.5013925433158875,0.1863485872745514,-0.08727113157510757,0.5042268633842468,0.11551791429519653,-0.10148251056671143,0.4334421753883362,0.4085080027580261,-0.047863543033599854,0.42181992530822754,0.2819216251373291,-0.07561809569597244,0.41875654458999634,0.20497813820838928,-0.09406440705060959,0.418150931596756,0.1352584958076477,-0.10553839802742004,0.38388699293136597,0.43903982639312744,-0.05827482417225838,0.35352805256843567,0.3481679856777191,-0.08566629141569138,0.33296889066696167,0.29021793603897095,-0.09819117933511734,0.31762930750846863,0.23315593600273132,-0.10490862280130386,Left
0.3880077004432678,0.8805606961250305,5.298207952364464e-07,0.5063822865486145,0.8936095237731934,-0.02012925036251545,0.6037808060646057,0.8472299575805664,-0.03135504946112633,0.6804339289665222,0.8246935606002808,-0.04664604365825653,0.7389812469482422,0.8136337995529175,-0.06493425369262695,0.5971417427062988,0.6102132201194763,-0.015618807636201382,0.6534936428070068,0.48806729912757874,-0.04239949211478233,0.6855655908584595,0.4154621660709381,-0.06660851091146469,0.7158081531524658,0.34973180294036865,-0.08696854114532471,0.5476794838905334,0.567188024520874,-0.03360358253121376,0.5962578654289246,0.4137846827507019,-0.061960287392139435,0.6303378939628601,0.3198452591896057,-0.09198453277349472,0.658161461353302,0.2407723069190979,-0.11553651094436646,0.489557683467865,0.561015784740448,-0.0556035079061985,0.5237162709236145,0.4124051332473755,-0.08641909807920456,0.5527374148368835,0.31972238421440125,-0.11350854486227036,0.5811479687690735,0.23296311497688293,-0.13352376222610474,0.4265022277832031,0.582863450050354,-0.07987261563539505,0.44637635350227356,0.4645650088787079,-0.11378306895494461,0.4616128206253052,0.3863201141357422,-0.1328684389591217,0.47945481538772583,0.30762574076652527,-0.14621645212173462,Left
0.7023723125457764,0.86454838514328,7.353485784733493e-07,0.5986948013305664,0.8263077735900879,-0.03864849731326103,0.5127565264701843,0.739321768283844,-0.058064233511686325,0.4488242268562317,0.6686425805091858,-0.07538672536611557,0.39189988374710083,0.623721182346344,-0.09283145517110825,0.5857303738594055,0.5320419669151306,-0.028851544484496117,0.5616915822029114,0.3980761766433716,-0.05087127909064293,0.5505407452583313,0.31555700302124023,-0.06994760781526566,0.5443743467330933,0.24485793709754944,-0.0863787829875946,0.6524232625961304,0.5122336149215698,-0.03546140342950821,0.6471335291862488,0.3557174801826477,-0.054174114018678665,0.6447932124137878,0.25857794284820557,-0.07258836179971695,0.6442025303840637,0.18096518516540527,-0.08810125291347504,0.7167215347290039,0.526226282119751,-0.04889153316617012,0.7284655570983887,0.37320536375045776,-0.07979723811149597,0.7358930110931396,0.27886149287223816,-0.10589224100112915,0.7409076690673828,0.19449740648269653,-0.12524764239788055,0.7777445912361145,0.5673998594284058,-0.06549619883298874,0.8296696543693542,0.4708799719810486,-0.10248513519763947,0.8654912114143372,0.4026365876197815,-0.12513458728790283,0.8949427604675293,0.33434033393859863,-0.1406799554824829,Right
0.729929506778717,0.8418267369270325,4.7150143700491753e-07,0.6291013360023499,0.8834431171417236,-0.02880486473441124,0.5248880982398987,0.8842927813529968,-0.049085281789302826,0.44303345680236816,0.8958455920219421,-0.07021751254796982,0.3796825110912323,0.9266020059585571,-0.09262050688266754,0.47335413098335266,0.6872748136520386,-0.014625858515501022,0.3878578543663025,0.6321730017662048,-0.04045422375202179,0.3334255814552307,0.6017246842384338,-0.06599496304988861,0.28679171204566956,0.5762742161750793,-0.08686758577823639,0.5063810348510742,0.6188250184059143,-0.02760031819343567,0.426565557718277,0.5305676460266113,-0.05434460565447807,0.38197293877601624,0.4831942617893219,-0.08031165599822998,0.3460221588611603,0.44876629114151,-0.09891398251056671,0.5574513673782349,0.5761508941650391,-0.04677648842334747,0.48554155230522156,0.47812795639038086,-0.07953006029129028,0.439358115196228,0.41544684767723083,-0.1063811406493187,0.39646005630493164,0.35890933871269226,-0.12556450068950653,0.6207224726676941,0.5561729669570923,-0.06848940998315811,0.6018372774124146,0.448973685503006,-0.10026436299085617,0.5937265753746033,0.3698454797267914,-0.11814913153648376,0.583477258682251,0.29569071531295776,-0.13103359937667847,Right
